ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
0,0.51,10,13,50,50,B2,Diesel,4348,R72
0,0.87,5,3,72,50,B12,Regular,1376,R11
0,1.0,7,1,48,50,B3,Regular,105,R24
0,0.43,7,1,41,50,B1,Diesel,27,R24
0,0.8,8,17,42,51,B1,Diesel,35,R25
0,0.16,9,7,41,50,B12,Regular,63,R52
0,1.0,6,14,76,50,B2,Regular,39,R24
0,0.21,5,12,33,54,B2,Diesel,25,R74
0,0.02,7,14,47,72,B1,Regular,111,R24
0,0.03,6,13,23,100,B1,Regular,2715,R24
0,0.08,4,15,38,54,B6,Regular,3866,R24
0,0.99,7,14,22,95,B2,Diesel,1403,R31
0,0.16,5,9,26,80,B1,Regular,359,R53
0,0.08,4,12,52,50,B2,Regular,4059,R23
0,0.63,12,20,61,50,B11,Regular,3963,R91
0,0.8,6,11,34,51,B6,Diesel,208,R31
0,0.07,10,0,42,90,B12,Diesel,793,R11
0,0.57,6,3,41,50,B1,Regular,7966,R31
0,0.04,15,2,54,50,B11,Regular,1753,R82
0,0.23,5,2,29,60,B2,Diesel,123,R23
0,0.46,9,18,33,85,B1,Regular,1203,R54
0,1.0,6,2,57,50,B1,Regular,19,R72
0,1.0,4,1,59,50,B2,Regular,176,R73
0,0.21,4,1,44,50,B1,Regular,453,R72
0,0.8,5,3,48,68,B12,Regular,239,R74
0,1.0,6,5,35,50,B1,Regular,67,R24
1,0.12,8,19,21,95,B2,Regular,120,R82
0,0.59,7,1,54,50,B12,Diesel,1232,R93
0,0.8,4,1,54,72,B12,Regular,2699,R11
0,0.08,4,1,79,50,B1,Regular,467,R82
0,1.0,7,4,76,50,B1,Diesel,27,R24
1,0.04,6,2,77,50,B2,Diesel,473,R53
0,0.77,6,3,53,50,B3,Diesel,62,R53
0,0.49,13,16,47,50,B1,Diesel,562,R54
0,0.08,4,8,47,50,B2,Regular,1457,R52
0,1.0,7,3,43,50,B2,Diesel,295,R24
0,0.53,6,6,47,50,B12,Regular,1370,R73
0,0.82,6,11,37,50,B1,Diesel,233,R93
1,0.06,4,1,48,50,B12,Regular,824,R91
0,0.8,4,2,37,50,B12,Regular,8455,R82
0,1.0,5,9,72,50,B1,Regular,1313,R24
0,0.23,8,16,32,57,B1,Diesel,1313,R24
0,0.88,4,3,54,50,B12,Regular,721,R93
0,0.71,6,8,20,90,B1,Diesel,1313,R24
0,0.07,4,1,24,72,B12,Regular,6,R72
0,1.0,7,3,53,50,B2,Diesel,254,R83
0,0.12,8,2,42,50,B12,Diesel,296,R11
0,1.0,6,10,32,50,B2,Regular,282,R24
0,0.48,4,2,32,51,B12,Diesel,104,R82
0,0.05,8,0,43,50,B12,Diesel,322,R82
0,1.0,5,10,30,76,B4,Regular,269,R91
0,0.21,5,1,46,50,B12,Regular,18229,R11
0,0.42,7,14,54,50,B2,Diesel,644,R53
0,0.5,10,6,55,50,B3,Diesel,824,R91
1,0.55,5,13,51,85,B5,Regular,4116,R24
0,0.05,6,1,35,50,B3,Diesel,1955,R94
0,1.0,5,3,48,58,B2,Regular,68,R52
0,0.79,7,5,27,64,B1,Regular,883,R93
1,0.17,6,2,32,64,B12,Regular,105,R26
0,0.53,5,3,64,52,B12,Regular,239,R72
0,0.26,5,0,49,50,B12,Diesel,4128,R52
0,0.22,5,12,62,58,B2,Diesel,213,R74
0,0.41,11,1,37,50,B12,Diesel,3317,R93
0,1.0,7,3,75,50,B2,Diesel,568,R24
0,1.0,5,2,37,50,B2,Diesel,247,R25
0,1.0,5,2,44,51,B1,Diesel,38,R24
0,0.16,4,3,35,50,B12,Regular,77,R93
0,0.12,7,3,34,67,B1,Diesel,9307,R82
0,0.8,4,2,22,95,B1,Regular,286,R24
0,0.7,6,1,56,50,B12,Regular,5912,R41
0,0.1,4,1,54,50,B4,Diesel,776,R41
0,0.17,7,3,36,50,B3,Regular,116,R91
0,0.22,7,3,40,50,B12,Diesel,6465,R11
0,0.27,8,1,46,80,B12,Diesel,132,R94
0,0.25,5,8,38,50,B6,Diesel,165,R93
0,0.04,6,11,39,67,B1,Regular,9307,R82
0,0.72,14,18,35,50,B12,Diesel,1054,R24
0,0.15,8,0,41,80,B12,Diesel,27000,R11
1,1.0,5,4,84,50,B1,Diesel,57,R24
0,0.67,6,0,52,50,B10,Diesel,125,R53
0,0.34,5,9,29,60,B1,Diesel,276,R52
1,0.75,5,14,51,52,B2,Diesel,3963,R91
0,0.23,7,0,62,50,B2,Regular,29,R24
0,0.03,5,0,78,95,B12,Regular,27000,R11
0,0.75,7,1,57,50,B1,Diesel,94,R72
0,0.46,13,0,44,54,B13,Regular,27000,R11
0,0.43,8,5,37,50,B2,Diesel,192,R54
0,1.0,4,9,76,50,B6,Regular,52,R53
0,0.28,5,1,47,50,B12,Diesel,71,R26
0,0.41,11,4,67,50,B12,Regular,2694,R54
0,0.65,4,15,36,76,B2,Regular,6913,R11
0,1.0,4,2,67,50,B1,Regular,56,R24
1,1.0,8,11,39,58,B1,Diesel,1250,R93
0,0.25,5,4,25,90,B1,Regular,1054,R24
0,0.46,6,6,74,50,B2,Diesel,32,R24
0,0.86,6,8,53,63,B2,Diesel,165,R53
0,0.14,7,15,47,50,B2,Regular,34,R82
0,1.0,4,1,25,80,B6,Diesel,497,R25
1,0.79,5,0,48,50,B12,Regular,58,R11
0,0.58,6,2,43,50,B3,Diesel,1326,R93
0,0.04,5,7,25,60,B1,Regular,91,R24
0,0.18,6,7,41,52,B1,Diesel,53,R25
0,0.99,7,16,55,50,B1,Regular,50,R52
0,0.44,7,16,20,125,B6,Diesel,1054,R24
0,1.0,6,4,72,50,B1,Regular,1229,R93
0,0.58,7,18,56,50,B2,Diesel,230,R82
0,0.03,4,12,20,85,B1,Regular,114,R82
0,0.71,4,3,68,50,B12,Regular,333,R91
0,1.0,6,11,27,57,B2,Regular,61,R24
0,0.25,10,2,82,50,B12,Regular,20,R73
0,0.04,5,13,31,68,B3,Regular,232,R82
0,0.74,6,4,74,50,B2,Diesel,125,R53
0,0.87,4,1,39,50,B12,Regular,2399,R24
0,0.95,4,1,68,50,B12,Regular,3317,R93
0,1.0,5,16,29,50,B4,Diesel,98,R53
0,1.0,7,4,42,50,B1,Regular,208,R52
0,0.67,9,4,61,50,B12,Regular,38,R21
0,0.75,5,12,36,72,B2,Diesel,36,R72
0,0.28,7,15,73,50,B2,Diesel,393,R91
0,1.0,4,9,54,50,B2,Regular,473,R53
0,0.66,5,6,55,50,B3,Diesel,41,R24
0,0.08,6,5,38,64,B13,Diesel,893,R82
0,1.0,12,3,57,50,B10,Diesel,105,R24
0,0.82,7,1,79,50,B12,Regular,277,R53
0,0.12,7,2,67,50,B12,Diesel,1217,R82
0,0.03,6,10,45,50,B2,Regular,149,R24
0,0.03,7,6,30,90,B6,Regular,243,R11
0,0.1,11,0,68,50,B12,Regular,5376,R11
0,1.0,7,3,41,50,B10,Regular,863,R82
0,0.5,7,2,51,56,B5,Regular,269,R91
0,0.82,4,1,67,50,B12,Regular,3946,R82
0,0.22,7,14,44,50,B2,Regular,164,R11
0,0.22,6,10,37,76,B3,Diesel,483,R91
0,0.68,5,1,42,50,B2,Diesel,8455,R82
0,0.15,4,0,69,50,B3,Regular,679,R72
0,0.28,7,18,37,54,B1,Regular,776,R41
0,1.0,4,9,39,50,B6,Regular,18,R24
0,0.5,4,3,55,54,B4,Diesel,1715,R72
0,0.71,7,1,65,50,B1,Diesel,298,R24
0,0.41,7,9,50,50,B1,Regular,3744,R93
0,0.09,4,0,24,72,B12,Diesel,45,R24
0,0.85,6,17,40,50,B13,Regular,8455,R82
0,0.07,7,4,54,50,B13,Regular,581,R24
0,1.0,10,4,66,50,B3,Regular,214,R26
0,1.0,4,14,34,50,B6,Regular,1974,R54
0,1.0,6,6,62,50,B13,Diesel,484,R82
0,0.04,7,0,64,50,B12,Diesel,30,R54
0,1.0,5,12,48,50,B4,Diesel,135,R82
0,0.2,10,1,44,50,B12,Regular,6705,R11
0,0.25,9,11,42,50,B2,Regular,2252,R82
0,0.61,7,13,24,50,B13,Regular,175,R24
0,0.08,7,16,44,50,B10,Regular,97,R82
0,0.23,14,1,40,51,B3,Regular,54,R24
0,0.48,7,3,56,52,B1,Diesel,97,R53
0,0.03,4,2,56,50,B12,Regular,645,R91
0,0.31,6,20,49,50,B1,Diesel,1490,R31
0,0.09,4,12,29,140,B4,Diesel,399,R24
0,0.59,5,11,24,76,B5,Diesel,18,R24
0,0.05,8,0,36,50,B12,Diesel,3301,R73
1,0.16,7,8,52,50,B2,Regular,20,R24
0,0.59,5,13,35,72,B14,Regular,5433,R93
0,1.0,4,9,61,50,B2,Regular,2740,R22
0,1.0,9,16,38,51,B1,Regular,19,R24
0,0.35,6,1,61,55,B12,Regular,446,R82
0,0.32,8,1,52,50,B12,Diesel,72,R93
0,0.47,8,2,45,50,B12,Diesel,1817,R21
0,1.0,6,8,64,50,B2,Diesel,10,R24
0,0.08,5,2,40,50,B2,Diesel,4059,R23
0,0.08,10,7,44,50,B5,Regular,28,R72
0,0.5,7,1,46,50,B1,Regular,933,R11
0,0.02,11,2,39,50,B12,Diesel,99,R11
0,0.46,7,14,29,106,B1,Regular,182,R24
0,0.75,11,9,75,50,B1,Regular,2681,R23
0,0.25,7,0,53,50,B2,Regular,6157,R31
0,0.08,6,14,41,55,B2,Diesel,2887,R11
0,0.08,5,8,33,64,B4,Diesel,2983,R31
0,0.68,6,12,74,50,B1,Diesel,270,R54
0,0.04,6,11,25,85,B1,Regular,4116,R24
0,1.0,8,17,40,50,B11,Regular,14,R24
0,0.08,5,1,48,50,B12,Regular,572,R11
0,0.28,5,4,46,50,B12,Regular,85,R93
0,0.64,10,18,33,64,B2,Regular,8455,R82
0,0.64,7,11,50,50,B11,Diesel,1313,R24
0,0.92,7,1,44,62,B12,Diesel,721,R93
0,0.16,7,3,51,50,B12,Regular,614,R24
0,0.05,11,13,29,72,B11,Regular,3021,R53
0,1.0,4,6,75,51,B2,Diesel,1314,R82
0,0.87,6,13,33,50,B12,Regular,473,R53
0,0.41,7,6,60,50,B1,Regular,105,R24
0,1.0,6,9,52,50,B1,Diesel,27,R41
0,0.33,7,6,61,50,B5,Regular,51,R93
0,1.0,10,7,70,50,B10,Diesel,1287,R72
0,0.49,5,5,65,50,B2,Regular,1313,R24
0,1.0,4,7,65,50,B2,Regular,3744,R93
0,0.22,6,7,74,50,B12,Diesel,247,R53
0,1.0,4,10,50,50,B5,Regular,1085,R31
0,0.14,5,1,33,50,B2,Diesel,26,R24
0,0.08,6,7,31,68,B2,Diesel,221,R91
1,1.0,5,1,50,50,B2,Diesel,889,R82
0,1.0,5,1,52,50,B3,Regular,54,R53
0,0.12,7,3,49,50,B12,Diesel,15725,R11
0,0.91,5,15,46,50,B1,Regular,354,R52
0,0.08,5,2,54,50,B5,Regular,1326,R93
0,0.58,5,12,29,90,B6,Regular,33,R24
0,0.38,4,1,23,85,B12,Diesel,3991,R21
0,0.24,7,8,43,50,B6,Diesel,88,R54
0,1.0,5,6,69,50,B1,Regular,22,R24
0,0.44,7,3,46,50,B12,Regular,2517,R11
0,0.03,7,12,41,50,B10,Diesel,31,R52
0,0.08,7,14,32,54,B2,Regular,34,R52
0,1.0,7,13,52,64,B2,Regular,26,R82
0,0.5,11,11,58,68,B11,Regular,27,R73
0,0.92,5,7,53,50,B1,Regular,149,R24
0,0.18,6,9,47,71,B3,Diesel,29,R24
0,0.07,5,4,38,72,B2,Diesel,735,R31
0,0.08,6,3,75,50,B12,Regular,4762,R93
0,1.0,4,13,45,50,B1,Regular,45,R53
0,0.04,8,0,61,50,B12,Diesel,221,R52
0,0.02,6,10,53,50,B2,Regular,3859,R82
0,0.72,5,1,40,50,B1,Diesel,805,R82
0,0.48,9,6,32,50,B2,Regular,2163,R52
0,0.24,7,9,56,50,B10,Diesel,99,R53
0,0.71,6,7,26,80,B3,Regular,2740,R22
0,0.4,8,10,59,50,B2,Diesel,1040,R82
0,0.28,6,10,33,50,B2,Diesel,48,R24
0,0.04,10,12,59,50,B2,Diesel,94,R83
1,0.11,4,0,35,50,B12,Regular,1957,R11
0,0.28,5,1,58,64,B12,Regular,611,R93
0,0.78,7,18,72,50,B3,Regular,3688,R82
0,0.95,11,7,53,50,B12,Regular,363,R73
0,0.33,4,11,69,50,B2,Regular,6736,R11
0,0.08,9,0,56,50,B6,Diesel,2369,R11
0,1.0,7,4,58,50,B6,Diesel,1214,R82
0,1.0,4,13,77,50,B2,Regular,94,R53
0,0.2,7,10,33,85,B12,Diesel,883,R93
0,0.21,8,4,67,68,B12,Diesel,29,R54
0,1.0,6,19,34,50,B1,Regular,322,R82
0,1.0,4,6,46,50,B1,Regular,1287,R11
0,0.19,11,13,38,85,B1,Regular,120,R91
0,0.1,6,10,25,95,B1,Diesel,23,R83
0,0.2,6,1,32,72,B12,Regular,344,R11
0,0.0027397260273972,4,1,42,51,B12,Diesel,82,R94
0,0.04,4,12,37,85,B2,Regular,511,R24
0,0.22,9,13,48,50,B2,Regular,73,R31
0,0.07,4,7,23,90,B2,Diesel,63,R52
0,0.03,7,2,47,50,B12,Regular,27000,R11
0,0.07,10,18,62,55,B10,Regular,330,R82
0,0.5,4,3,45,51,B12,Diesel,3599,R11
0,0.58,9,1,34,55,B6,Diesel,87,R54
0,0.2,5,6,37,76,B12,Regular,4762,R93
0,0.69,15,2,46,50,B12,Regular,2733,R93
0,0.08,7,0,30,100,B3,Diesel,27000,R11
0,0.54,6,3,31,56,B1,Diesel,37,R72
0,1.0,5,14,32,50,B4,Regular,3386,R53
0,0.74,6,4,30,50,B1,Regular,40,R52
0,0.04,6,0,44,63,B12,Regular,75,R24
0,0.36,11,7,21,95,B2,Regular,44,R24
1,1.0,4,12,52,50,B2,Regular,1182,R82
0,0.01,9,4,57,50,B12,Regular,270,R54
0,0.15,11,12,47,50,B1,Diesel,149,R24
0,0.82,6,18,35,54,B3,Regular,2715,R93
0,1.0,7,7,48,58,B4,Regular,300,R72
0,0.18,6,10,23,112,B1,Diesel,866,R25
0,1.0,10,8,80,50,B12,Regular,5449,R82
0,0.49,7,15,31,72,B2,Diesel,54,R73
0,0.08,7,19,34,72,B1,Regular,165,R53
0,0.46,4,2,59,50,B12,Regular,776,R93
0,0.04,6,1,42,50,B2,Diesel,10,R24
0,0.07,7,7,42,50,B10,Diesel,30,R72
0,0.68,7,14,35,50,B1,Regular,15725,R11
0,1.0,6,15,79,50,B2,Regular,4348,R72
0,0.23,4,1,25,72,B3,Diesel,574,R24
0,0.01,6,5,32,72,B12,Regular,845,R31
0,0.12,4,0,34,54,B12,Diesel,81,R72
0,0.16,8,12,41,50,B2,Diesel,747,R53
0,0.28,4,10,31,90,B14,Regular,2983,R31
0,0.0082191780821917,6,4,46,50,B3,Regular,300,R72
0,0.6,5,13,45,50,B4,Diesel,3688,R82
0,0.9,10,0,52,50,B12,Regular,458,R93
0,0.17,4,14,35,100,B2,Regular,1601,R41
0,0.49,5,3,56,50,B2,Regular,3608,R23
0,0.75,4,25,55,51,B1,Regular,269,R91
0,0.36,7,14,33,100,B1,Regular,1054,R24
0,0.08,7,12,70,50,B13,Diesel,5936,R11
0,1.0,4,6,67,50,B2,Regular,2054,R93
1,0.69,4,7,52,62,B4,Diesel,745,R82
0,0.24,6,1,27,64,B1,Regular,101,R72
0,1.0,5,6,47,50,B3,Diesel,8455,R82
0,0.04,7,4,47,50,B12,Regular,4348,R72
0,0.45,6,3,30,60,B12,Regular,1216,R73
0,0.27,4,15,43,50,B2,Regular,107,R91
1,0.11,6,14,57,50,B3,Diesel,175,R24
0,0.04,6,19,38,54,B3,Regular,1326,R93
0,0.73,5,17,18,95,B2,Regular,215,R82
0,0.49,6,7,29,80,B6,Diesel,102,R93
1,0.87,5,8,37,53,B1,Regular,2472,R82
0,0.08,6,1,44,50,B2,Diesel,591,R31
0,0.59,4,5,20,100,B2,Regular,149,R72
0,0.87,11,1,33,72,B12,Diesel,41,R93
0,0.36,11,3,64,50,B12,Diesel,2074,R82
0,1.0,4,19,90,50,B2,Regular,91,R24
0,1.0,7,13,34,90,B1,Regular,9,R24
0,1.0,7,2,57,50,B6,Diesel,4436,R25
0,0.08,7,9,31,57,B5,Regular,144,R42
0,0.33,6,5,34,76,B2,Diesel,3317,R93
0,1.0,10,11,57,50,B4,Regular,2472,R82
0,0.07,7,19,44,95,B1,Regular,12,R26
0,1.0,4,2,49,50,B2,Diesel,67,R24
0,1.0,11,8,60,50,B3,Regular,1232,R93
0,0.67,4,1,31,90,B12,Diesel,3568,R11
0,0.57,4,2,25,106,B12,Regular,1182,R82
0,1.0,4,1,60,62,B1,Regular,3857,R72
0,1.0,6,9,71,50,B1,Regular,741,R24
0,0.08,4,3,39,50,B2,Diesel,97,R53
0,0.38,6,6,56,50,B3,Regular,4059,R23
0,0.37,10,15,59,50,B2,Diesel,94,R83
0,1.0,9,13,37,63,B2,Regular,238,R54
0,0.51,7,3,31,57,B4,Regular,776,R93
0,0.21,8,18,27,50,B13,Diesel,298,R24
0,0.03,7,8,47,50,B13,Diesel,299,R41
0,0.55,7,2,49,50,B12,Regular,4128,R52
0,0.78,6,5,54,50,B5,Diesel,473,R53
0,0.08,7,5,40,50,B2,Diesel,1139,R11
0,0.07,4,11,47,50,B1,Regular,269,R91
0,0.28,12,9,74,50,B12,Diesel,7,R93
0,0.18,4,15,45,50,B2,Regular,27,R24
0,0.08,6,4,46,50,B3,Regular,1408,R52
0,0.5,10,12,42,50,B5,Diesel,709,R93
0,0.24,6,4,48,52,B1,Diesel,82,R73
1,0.08,7,0,58,50,B12,Regular,2784,R31
0,1.0,7,11,65,76,B1,Regular,4762,R93
0,0.08,9,12,28,68,B3,Regular,123,R72
0,0.78,8,3,50,50,B12,Regular,44,R73
0,0.08,7,6,50,50,B6,Diesel,851,R52
0,0.08,7,0,66,62,B1,Diesel,5460,R11
0,1.0,7,2,59,50,B1,Regular,163,R82
0,1.0,5,14,71,68,B5,Regular,1182,R82
0,0.19,7,0,31,64,B12,Diesel,42,R52
1,0.61,6,8,20,112,B1,Diesel,405,R24
0,0.01,6,6,66,50,B1,Regular,1279,R23
0,0.06,9,10,34,78,B13,Diesel,1090,R31
0,1.0,6,4,44,50,B2,Diesel,115,R24
0,0.23,7,7,43,50,B4,Diesel,65,R82
0,0.55,7,5,54,50,B1,Diesel,568,R24
0,0.42,5,16,58,50,B5,Regular,48,R24
0,0.36,11,18,63,50,B2,Regular,259,R24
1,0.74,7,11,36,66,B5,Diesel,57,R24
2,0.79,7,1,52,50,B12,Regular,2498,R72
0,0.12,6,1,79,50,B1,Diesel,64,R53
0,1.0,5,13,55,50,B4,Regular,721,R93
0,0.63,7,2,37,85,B12,Diesel,66,R93
0,0.54,6,8,25,95,B4,Regular,132,R31
0,0.67,4,2,56,50,B12,Diesel,31,R93
0,0.37,12,0,39,50,B12,Diesel,2103,R53
0,0.2,4,2,48,50,B12,Diesel,190,R82
0,1.0,5,5,43,50,B1,Diesel,4128,R52
0,0.53,7,5,63,50,B12,Diesel,942,R82
0,0.35,7,21,52,50,B5,Regular,64,R24
0,0.98,5,8,33,50,B5,Diesel,1232,R93
1,0.95,7,6,25,72,B2,Diesel,1541,R91
0,1.0,6,14,52,50,B1,Diesel,40,R52
0,0.24,8,2,46,50,B2,Diesel,645,R91
0,0.75,4,4,41,50,B12,Regular,169,R91
0,0.53,6,4,52,50,B2,Diesel,109,R73
0,0.88,4,2,40,50,B12,Diesel,40,R83
0,0.55,4,12,44,68,B6,Regular,1326,R93
0,1.0,7,6,49,50,B1,Diesel,741,R24
0,0.2,5,5,38,85,B12,Regular,1565,R31
0,1.0,4,11,68,50,B6,Regular,1601,R41
0,0.22,4,2,53,50,B12,Regular,875,R93
0,0.96,6,11,38,68,B1,Diesel,57,R21
0,0.3,5,2,39,52,B12,Regular,357,R82
0,1.0,8,11,80,67,B4,Regular,634,R53
1,0.32,5,7,54,50,B1,Regular,43,R54
0,0.54,8,1,28,68,B12,Diesel,6284,R11
0,0.11,14,4,49,50,B12,Regular,645,R94
0,0.41,5,9,20,90,B2,Diesel,2951,R41
0,0.2,12,3,59,50,B12,Diesel,14,R94
0,1.0,7,13,50,50,B5,Regular,586,R41
0,0.2,8,4,37,50,B5,Regular,157,R82
0,0.62,6,1,34,72,B12,Diesel,86,R41
0,0.54,7,1,26,72,B12,Regular,6284,R11
0,0.29,7,18,50,95,B2,Regular,291,R73
0,0.24,6,14,70,50,B1,Diesel,72,R82
0,0.53,4,0,57,50,B12,Regular,761,R82
0,0.95,4,2,70,50,B12,Regular,30,R54
0,1.0,9,7,40,50,B1,Regular,64,R24
0,0.07,11,21,36,57,B1,Regular,3866,R24
0,0.2,4,1,47,50,B12,Regular,570,R93
0,0.5,6,3,78,50,B1,Regular,342,R93
1,0.95,7,2,78,50,B12,Diesel,252,R21
0,0.69,15,0,36,50,B3,Regular,74,R91
0,0.24,7,16,45,50,B1,Regular,13,R73
0,0.91,6,6,28,76,B2,Diesel,27,R24
0,0.87,7,2,34,64,B12,Diesel,1451,R31
0,1.0,7,4,47,60,B1,Regular,137,R24
0,0.08,7,11,62,51,B2,Diesel,354,R52
0,0.57,5,10,26,72,B2,Diesel,521,R82
0,0.24,7,8,59,58,B1,Diesel,3708,R26
0,0.96,6,8,34,85,B1,Diesel,232,R31
1,0.54,7,6,36,62,B1,Regular,533,R93
0,1.0,9,5,69,50,B10,Diesel,1101,R93
0,1.0,7,10,44,50,B1,Diesel,25,R24
0,0.31,4,2,52,50,B12,Regular,2951,R41
0,0.29,5,5,28,90,B3,Diesel,359,R53
0,0.5,7,9,38,50,B2,Regular,3688,R82
0,0.2,7,4,46,50,B1,Regular,57,R24
0,0.82,4,0,69,50,B4,Diesel,26,R25
0,0.09,7,2,58,64,B1,Diesel,1601,R41
0,0.8,5,2,65,50,B1,Regular,214,R26
0,0.08,12,13,63,50,B1,Regular,813,R72
0,1.0,10,8,49,57,B5,Regular,30,R24
0,1.0,10,2,80,50,B6,Regular,67,R24
0,0.08,4,1,67,50,B12,Regular,35,R83
0,1.0,7,6,37,50,B2,Diesel,19,R72
0,0.07,10,1,74,50,B12,Regular,225,R22
0,0.02,4,3,33,68,B12,Regular,165,R83
0,0.08,11,4,62,50,B12,Regular,3301,R73
0,0.08,6,6,41,50,B3,Diesel,7887,R31
0,0.17,8,18,34,62,B2,Diesel,16,R24
0,1.0,4,10,54,50,B2,Regular,133,R82
0,0.24,6,12,23,72,B2,Regular,1600,R24
0,1.0,7,16,45,50,B2,Regular,31,R24
0,1.0,6,6,72,76,B2,Diesel,634,R53
0,0.49,10,5,41,50,B10,Regular,4762,R93
0,0.4,4,1,35,50,B12,Regular,204,R82
0,0.47,7,6,28,61,B5,Diesel,1323,R82
0,0.26,8,1,80,50,B12,Regular,5936,R11
0,0.71,4,3,56,58,B12,Regular,503,R82
0,0.04,4,5,60,50,B12,Regular,37,R82
0,0.23,7,3,34,68,B5,Diesel,316,R82
0,0.18,4,1,27,72,B12,Diesel,94,R54
0,0.49,7,4,61,50,B12,Diesel,62,R53
1,0.4,7,6,58,50,B1,Regular,32,R91
0,0.18,12,1,59,50,B12,Diesel,1609,R11
0,0.59,10,12,37,50,B10,Diesel,1466,R31
0,0.1,6,1,23,85,B1,Diesel,1485,R82
0,0.69,5,2,43,50,B4,Regular,11,R24
0,1.0,5,4,82,50,B2,Regular,68,R52
0,1.0,14,21,49,50,B4,Regular,46,R72
0,0.24,6,14,34,64,B1,Regular,358,R24
0,0.05,5,5,27,90,B4,Diesel,3317,R93
0,0.87,9,1,62,50,B12,Regular,45,R72
0,0.82,6,0,50,50,B1,Diesel,2733,R93
0,0.58,5,7,31,63,B5,Diesel,251,R82
0,0.96,6,4,57,50,B12,Regular,462,R91
0,1.0,5,6,38,50,B4,Diesel,3963,R91
0,0.08,5,5,50,64,B5,Diesel,1326,R93
0,0.08,5,1,30,85,B2,Diesel,4059,R23
0,0.96,10,2,32,64,B12,Regular,213,R82
0,0.31,7,7,47,50,B1,Diesel,1214,R82
0,0.65,6,3,42,76,B2,Diesel,3708,R26
0,0.25,5,12,42,50,B2,Regular,4116,R24
0,0.34,7,14,39,50,B2,Regular,51,R24
0,1.0,6,5,35,50,B1,Diesel,79,R24
0,0.49,11,1,32,68,B11,Diesel,1846,R72
0,0.46,6,6,44,50,B12,Diesel,3317,R93
0,0.06,5,5,24,90,B10,Diesel,2715,R24
0,1.0,4,1,50,90,B4,Diesel,221,R91
0,0.63,5,1,56,50,B12,Diesel,6,R83
0,0.63,10,15,54,50,B12,Regular,88,R52
0,0.53,6,8,38,68,B2,Diesel,76,R72
0,0.52,7,12,48,50,B2,Diesel,20,R24
0,0.67,7,1,35,57,B12,Diesel,391,R53
0,0.96,15,3,65,50,B12,Regular,85,R93
0,0.56,14,16,56,50,B6,Regular,132,R82
0,0.87,7,2,46,50,B6,Regular,251,R11
0,0.63,8,3,38,50,B1,Diesel,3317,R93
0,1.0,4,3,52,50,B2,Regular,133,R53
0,0.23,5,1,68,50,B2,Diesel,233,R82
0,0.26,4,1,43,50,B12,Regular,675,R91
0,0.34,8,2,53,50,B2,Diesel,229,R53
0,0.74,5,8,59,50,B4,Regular,298,R24
0,0.08,7,10,57,50,B2,Regular,10156,R11
0,0.29,5,1,49,50,B3,Regular,322,R82
0,1.0,5,8,41,50,B1,Diesel,70,R24
0,1.0,5,9,48,57,B5,Diesel,131,R53
1,0.36,7,2,41,62,B3,Regular,4393,R11
0,0.59,9,2,58,50,B3,Diesel,473,R53
0,0.42,8,2,24,85,B2,Regular,4982,R23
0,0.73,7,1,36,51,B12,Diesel,323,R91
0,0.04,5,0,49,50,B12,Regular,3021,R53
0,0.47,4,0,28,100,B12,Regular,1456,R93
0,0.2,7,8,24,148,B1,Diesel,634,R53
0,0.08,5,8,39,85,B3,Diesel,3866,R24
0,0.41,7,9,40,64,B10,Diesel,4059,R23
0,0.14,9,4,30,60,B6,Regular,1006,R93
0,0.49,5,12,47,50,B1,Regular,4762,R93
0,0.12,5,4,33,51,B12,Regular,3946,R82
0,0.08,11,13,29,72,B2,Regular,16,R41
0,1.0,4,11,25,95,B2,Regular,311,R82
0,1.0,6,14,67,50,B1,Diesel,155,R24
0,0.73,4,13,25,90,B6,Regular,6127,R11
0,0.03,6,5,67,50,B2,Diesel,35,R24
0,0.54,7,4,45,50,B2,Diesel,287,R53
0,1.0,10,2,57,95,B14,Diesel,1191,R11
1,0.83,5,21,52,62,B1,Regular,1600,R24
0,0.18,7,2,56,59,B13,Diesel,115,R82
2,0.89,9,9,22,95,B11,Regular,498,R31
0,0.25,4,15,33,50,B1,Regular,149,R52
0,1.0,6,15,69,57,B1,Diesel,824,R91
0,1.0,5,3,64,50,B2,Regular,149,R24
0,0.68,9,1,48,50,B6,Diesel,776,R41
0,0.08,6,7,43,68,B13,Diesel,14,R91
0,1.0,7,13,74,50,B1,Regular,27,R24
0,1.0,6,4,34,50,B2,Diesel,10,R24
0,0.26,5,3,43,50,B12,Regular,512,R53
0,0.71,10,1,51,76,B12,Regular,27000,R11
0,0.61,5,2,26,76,B6,Regular,182,R24
0,0.06,4,1,32,63,B12,Regular,4456,R72
0,0.83,8,2,37,67,B1,Diesel,72,R54
0,1.0,6,4,44,65,B3,Diesel,42,R52
0,0.96,5,9,52,50,B2,Diesel,3021,R53
0,0.27,4,1,56,50,B12,Regular,1867,R11
0,0.21,11,7,72,54,B12,Regular,2580,R72
0,0.52,10,10,45,50,B12,Regular,143,R82
0,1.0,6,10,75,50,B1,Regular,242,R82
0,0.48,10,12,38,50,B12,Diesel,9307,R82
0,1.0,6,6,58,50,B2,Diesel,13,R24
